formula,target
Y1 Ti1 N1 O2,0.26
Ni1 Os1 N1 O1 F1,1.24
Cd1 Re1 O2 F1,2.04
Ag1 W1 N2 O1,0.68
Zn1 Hg1 S1 O2,1.14
Na1 Ti1 O2 F1,2.24
Be1 Sn1 N2 O1,1.76
Sr1 Nb1 N3,1
Cd1 Pd1 S1 O2,1.16
Si1 Au1 N1 O2,2.38
Y1 B1 S1 O2,1.86
Tl1 Hg1 N2 O1,2.1
Cs1 Li1 N1 O2,1.78
Cu1 Sb1 N1 O1 F1,1.26
Rb1 Cr1 N3,1.68
Cr1 Mo1 N3,0.92
Ag1 Au1 O3,1.98
Zn1 B1 O2 F1,2.1
Fe1 Ru1 S1 O2,1.02
Ti1 Cd1 N3,1.76
V1 Cr1 N1 O1 F1,0.86
Re1 Ge1 N3,0.84
Sn1 Ir1 N1 O1 F1,1.76
Pt1 W1 N3,0.84
Rb1 Ga1 N3,2.28
Ga1 Mo1 N3,1.44
In1 Ag1 O3,1.36
Si1 Pb1 N1 O1 F1,0.84
Hf1 In1 N1 O1 F1,1.78
Zn1 Mo1 N2 O1,0.66
Ba1 Si1 N3,1.34
Sb1 As1 N1 O2,1.28
Mn1 Cr1 N3,0.84
Ta1 Pb1 O3,1.56
Sr1 In1 N2 O1,2.54
Y1 Hg1 N1 O2,1.86
Cs1 Ga1 O2 F1,2.12
Nb1 Ga1 O2 F1,0.92
Mg1 Sn1 S1 O2,1.3
Sr1 Bi1 S1 O2,1.04
As2 S1 O2,0.92
Ba1 Nb1 N1 O2,-0.14
Mn1 Ga1 N3,1.88
B1 Mo1 N2 O1,1.5
Rb1 As1 N1 O2,3.16
Zn2 O2 F1,1.04
Tl1 Cu1 N3,2.86
Ge1 Ru1 S1 O2,1.22
Ca1 Au1 N1 O2,1.58
Na1 Fe1 O3,0.54
Mg1 Pt1 O3,1.1
Ti1 Ru1 N2 O1,0.78
Na1 Mg1 N2 O1,3.22
Nb1 V1 N1 O2,0.72
Rb1 Hf1 O2 F1,3.3
Mo1 Ir1 S1 O2,1.28
K1 Te1 N1 O1 F1,2.82
Y1 Al1 N3,0.98
Co1 Si1 S1 O2,1.24
Li1 Zn1 O2 F1,1.62
Be1 Cu1 N1 O2,1.94
Cs1 Sc1 O3,0.76
Ba1 B1 N1 O1 F1,1.26
Sr1 Al1 N1 O1 F1,2.72
Ga1 Cu1 N2 O1,1.6
K1 Ni1 N3,2.24
Zr1 Pd1 N3,1.28
Ca1 Be1 S1 O2,1.52
Sc1 Cr1 O3,0.98
Cd1 Os1 O2 F1,1.12
Ba1 Cr1 N1 O1 F1,0.5
Li1 B1 O2 F1,3.04
Ru1 Pb1 S1 O2,1.38
Cu1 Pt1 S1 O2,1.32
Ag1 Pt1 N1 O1 F1,2.1
Cs1 Ru1 N1 O2,3.2
Hf1 Sb1 O2 F1,1.46
Cs1 Zn1 N1 O2,1.66
Sr1 Zr1 S1 O2,1.56
Ba1 Be1 S1 O2,3.18
Ba1 Bi1 N3,2.82
Rb1 Sc1 S1 O2,1.26
Ti1 Si1 N2 O1,0.98
Li1 Mo1 O3,0.1
Ir1 Pt1 O3,2
Cs1 B1 S1 O2,1.92
Ni1 Os1 N1 O2,2.14
Tl1 Ag1 N1 O2,1.92
Os1 W1 N1 O1 F1,1.56
Li1 Hg1 S1 O2,2
Ti1 Re1 O3,1.28
Mn1 Pd1 N3,1.54
Ag1 Pt1 N3,1.96
K1 Te1 N1 O1 F1,1.06
Ba1 Fe1 N3,1.32
Cd1 Ge1 O3,1.3
Na1 Hg1 O3,2.1
Tl1 Ir1 O2 F1,2.1
Pt1 Pb1 O2 F1,1.72
Sn1 Ru1 N3,1.74
Cs1 Y1 N2 O1,3.32
La1 Si1 N1 O2,0.3
In1 Te1 N1 O2,1.04
Cr1 B1 S1 O2,1.16
Na1 Si1 O3,0.38
Cs1 Fe1 N1 O1 F1,2.66
Cr1 Au1 N2 O1,1.8
Ga1 Co1 N1 O1 F1,1.3
Sr1 Ni1 N1 O2,0.94
La1 Mn1 N2 O1,2.26
Na1 Hf1 O3,1.36
Na1 Rh1 N3,2.14
Mg1 Si1 O2 F1,0.98
Zn1 As1 O3,1.5
La1 Ag1 N2 O1,2.1
Mg1 Au1 N3,2.26
Tl1 Cd1 N2 O1,2.32
Na1 Ge1 N1 O1 F1,0.88
Hf1 As1 N2 O1,0.98
Ba1 V1 N2 O1,3
Tl1 Cu1 N1 O1 F1,1.68
Mg1 Te1 N1 O2,1.16
Ca1 Ru1 O3,2.22
Ba1 W1 O2 F1,0.5
Ba1 Au1 S1 O2,2.38
Cs1 Mg1 N1 O1 F1,1.9
Ni1 Sn1 N2 O1,1.3
Cs1 Al1 O2 F1,0.9
Sr1 Re1 N2 O1,1.92
Bi1 Te1 N1 O1 F1,1.4
La1 Te1 O2 F1,0.9
Nb1 Te1 O2 F1,0.68
Sc1 Fe1 N1 O1 F1,1.38
Cr1 Bi1 S1 O2,0.94
Na1 Fe1 N1 O1 F1,1.02
Sn1 Rh1 N2 O1,1.36
V1 Au1 O3,0.74
Ca1 V1 N2 O1,1.66
Y1 Sc1 N2 O1,1.02
Rh1 W1 O2 F1,1.96
Mo1 As1 N1 O1 F1,1.3
Ta1 Ga1 N1 O1 F1,0.46
La1 Cd1 N2 O1,1.48
Ca1 Au1 S1 O2,2.2
Cd1 In1 O2 F1,0.96
Li1 Ca1 N3,2.74
Cs1 Cr1 O3,0.4
Al1 Sn1 N3,1.52
K1 Hg1 S1 O2,2.8
V1 B1 N2 O1,1.28
Hg1 Ir1 N3,1.74
Co1 Ni1 O3,1.4
V1 Re1 S1 O2,0.9
Cs1 Ga1 O3,0.92
Zr1 Fe1 O3,1
Cu1 Rh1 N2 O1,1.56
Cu1 Ru1 N1 O2,1.46
Bi1 As1 O2 F1,1.28
Rb1 Ba1 N1 O1 F1,2.28
Ni1 Ir1 O3,2
Zn1 Co1 O3,1.28
Nb1 As1 N1 O1 F1,0.64
Na1 Pt1 N3,2.16
Tl1 Re1 O3,2.46
Ni1 Pb1 N1 O2,1.14
Cd1 Rh1 N1 O1 F1,1.22
In1 Te1 N2 O1,1.2
Ir1 Rh1 O3,1.82
Hf1 Ir1 N3,1.48
B1 W1 N2 O1,1.28
Nb1 Ga1 N3,0.98
Bi1 Te1 S1 O2,0.92
Cs1 Rb1 S1 O2,2.6
Na1 Re1 N1 O2,2.9
Ga1 Re1 N2 O1,0.7
Rb1 Pb1 N1 O2,1.14
K1 Hf1 S1 O2,3.42
Ti1 Cd1 N1 O2,2.32
Cr2 O3,0.44
Si1 B1 N3,1.88
Al1 Ni1 O2 F1,1.56
Ba1 Sb1 N1 O1 F1,0.66
V1 In1 O2 F1,0.88
Sc1 Ru1 N1 O2,1.24
Hf1 Cr1 O2 F1,1.36
Zn1 Cd1 S1 O2,0.98
Ir1 Os1 N2 O1,1.52
Na1 Sc1 O2 F1,1.76
Cr1 Ga1 O3,0.78
La1 Ni1 O2 F1,0.5
Mg1 Ag1 O3,1.4
Zn1 Ni1 S1 O2,1.92
Hg1 Os1 N1 O1 F1,1.02
Y1 Re1 N1 O1 F1,1.14
Mn1 Ga1 O3,0.56
Zr1 Re1 S1 O2,1.12
Li1 W1 S1 O2,2.28
Al1 Cu1 N3,1.92
Rh2 N1 O1 F1,1.54
Sr1 Si1 O2 F1,0.62
Mg1 Ni1 N1 O2,1.18
Ta1 Ru1 N1 O2,0.62
Fe1 Re1 N2 O1,0.94
Mg1 B1 N1 O2,3.08
Mo1 Au1 N2 O1,1.86
Al1 Hg1 N3,3.1
Cr1 Te1 N1 O2,0.64
In1 Pt1 O3,1.16
Co1 Te1 N2 O1,1.12
Fe1 Ni1 O3,1.26
Ga1 Si1 O3,1.24
Ni1 Rh1 N1 O1 F1,1.58
Cs1 La1 N2 O1,2.04
Y1 Ir1 N1 O2,1.24
Si1 Os1 O2 F1,2.06
Na1 Pb1 O2 F1,0.84
K1 Sr1 O2 F1,0.98
Mg1 Zn1 N1 O2,1.68
Zn1 Rh1 S1 O2,1.94
Sb1 Ru1 N3,2.08
Cr1 Si1 O3,0.9
Sc1 Mn1 S1 O2,0.8
Ge2 N3,1.3
Zr1 Ga1 O3,0.56
Hf1 Nb1 N1 O2,1.4
Rb1 V1 O2 F1,2.96
Ta1 Fe1 N1 O1 F1,0.8
Te1 Pb1 N1 O2,0.9
Mo1 W1 N3,1.08
Na1 Ag1 N1 O1 F1,1.74
Zn1 Pt1 N2 O1,1.68
Al1 Cd1 N2 O1,2.84
Tl1 Rh1 N2 O1,2
Y1 Ta1 N2 O1,0.14
Mn1 Pd1 N1 O2,1.2
Li1 In1 N3,2.48
Sc1 Ga1 N1 O1 F1,1.12
Ag1 B1 N2 O1,2.1
Mg1 Rh1 O3,0.9
Re1 Sb1 O2 F1,1.12
B1 Pt1 N2 O1,2.38
Mn1 Zn1 N1 O2,1.48
Sr1 Ni1 O3,1.58
Cd1 Sn1 N2 O1,1.42
Ta1 Au1 O2 F1,2.2
Cu1 Sn1 N1 O1 F1,1.1
Zn1 Ag1 N1 O2,1.82
V1 Sb1 O2 F1,1.54
Ru1 Ir1 N2 O1,1.92
Ba1 In1 N1 O1 F1,0.68
Al1 Te1 O2 F1,1.58
Zr1 Pd1 O2 F1,0.6
Tl1 Ni1 N2 O1,2.74
Ni1 Bi1 S1 O2,0.84
In1 Ni1 N2 O1,1.44
Zr1 Ru1 N3,1.34
Al1 Sn1 S1 O2,0.9
Tl1 Ge1 N1 O2,0.98
Rb1 Bi1 O3,2.2
Nb1 Ga1 N1 O1 F1,1.14
Ti1 Sb1 N1 O2,0.4
Cs1 Ga1 N1 O1 F1,2.74
Zn2 N1 O1 F1,1.46
Ba1 Y1 N1 O2,0.68
Al1 Si1 N1 O2,1.22
Ba1 Bi1 N1 O2,0.7
B1 Rh1 S1 O2,1.98
Cu1 Sb1 O2 F1,1
Tl1 Fe1 N1 O2,1.04
Zr2 N2 O1,0.48
Li1 Te1 O3,1.2
Pb1 W1 O3,0.22
Zn1 Rh1 S1 O2,1.16
Hf1 In1 O2 F1,1.34
Si1 Pb1 O2 F1,0.86
Ru1 Pb1 O3,1.86
V1 Cr1 O2 F1,0.52
Nb1 Pd1 O3,0.52
Si1 B1 S1 O2,1.48
Zn1 B1 N1 O1 F1,2.74
Sn1 Ir1 O2 F1,1.62
Mn1 Al1 O2 F1,0.26
Mg1 Ag1 N1 O1 F1,1.7
Ba1 Ca1 S1 O2,1.2
Bi1 As1 N3,1.38
Ba1 Hf1 N2 O1,3.34
Fe1 Pt1 N1 O1 F1,1.48
Mg1 Mn1 N1 O1 F1,1.46
Al1 Ag1 O2 F1,0.68
Hf1 B1 O3,1.2
K1 Ni1 N1 O1 F1,1.3
V1 Pt1 N3,2
Ca1 Si1 S1 O2,1.64
Cd1 Re1 N1 O1 F1,2.34
Zr1 Ga1 N1 O2,0.76
Hg1 Sb1 N1 O2,1.96
Ni1 Os1 O2 F1,1.42
Na1 Ti1 N1 O1 F1,2.56
Te1 As1 S1 O2,1.1
Rb1 Ta1 S1 O2,0.4
Te1 Os1 N1 O2,2.3
Rb1 Te1 N1 O2,2.96
V1 Ge1 O2 F1,0.42
Zn1 B1 O3,2.24
Cr1 As1 N1 O1 F1,1.92
Pt1 W1 N3,1.68
Sr1 Te1 N1 O2,0.66
Fe1 Cu1 N2 O1,1.58
Ca2 S1 O2,1.52
Hf1 Ta1 S1 O2,1.38
Ge1 Pt1 N1 O1 F1,1.34
Ca1 Hf1 N2 O1,1.96
Os1 Rh1 O2 F1,1.44
Bi1 Mo1 S1 O2,1.22
Hg1 Rh1 O2 F1,1
Nb1 Si1 S1 O2,1.36
Ba1 Ru1 O3,0.42
Sc1 Si1 O3,1.66
Cs1 Ru1 N3,2.78
Y1 Cu1 N1 O1 F1,1.2
Sb1 Te1 N1 O2,1.26
Ba1 Si1 S1 O2,2.92
Sn1 Os1 N1 O2,0.88
Ta1 Ni1 N3,1.44
Sr1 La1 N1 O1 F1,1.64
Re1 Ni1 N2 O1,1.42
Be1 Zn1 N3,1.84
W2 N2 O1,0.48
Ga1 Bi1 N1 O2,0.72
Be1 Au1 N1 O2,2.24
Ta1 Sn1 N3,1.4
Sc1 Ir1 N3,1.14
Y1 Mn1 N3,2.2
Mg1 Si1 N1 O1 F1,0.96
Y1 As1 O3,1.48
Cs1 Fe1 O2 F1,3.18
Ga1 Co1 O2 F1,0.8
K1 Cd1 N2 O1,2.34
K1 Sc1 S1 O2,2.98
V1 W1 N2 O1,0.76
Sn1 Hg1 N2 O1,1.36
Os1 W1 O2 F1,1.78
Sr1 Mn1 O3,-0.1
Rb1 Ni1 N3,4.48
Tl1 Sn1 N3,2.38
Li1 Cr1 S1 O2,0.78
Ag1 Ru1 S1 O2,1.48
Na1 Pb1 N2 O1,2.24
K1 Sb1 S1 O2,2.68
Al1 Re1 O3,1.36
Pt1 Pb1 N1 O1 F1,2.02
Tl1 Ir1 N1 O1 F1,2.42
Cd1 Sb1 O3,0.58
K1 Te1 O2 F1,0.56
Sb1 Ir1 N3,1.54
Fe1 W1 O3,0.64
Hf1 Sb1 N1 O1 F1,2.06
In1 As1 N1 O2,1.74
Co1 B1 O3,1.36
Mn1 Co1 N2 O1,1
Li1 B1 N1 O1 F1,3.52
Ba1 Cr1 O2 F1,-0.06
Sr1 Pb1 N1 O2,1.74
Cd1 Os1 N1 O1 F1,1.14
Ag1 Pt1 O2 F1,1.94
Cu1 Os1 N2 O1,1.34
V1 Au1 O3,1.94
Ta1 Bi1 O3,0.24
Tl1 Pb1 N1 O2,1.44
Na1 Ru1 N3,1.72
Y1 As1 S1 O2,0.92
Cs1 Tl1 S1 O2,2.3
K1 Y1 N2 O1,1.96
Cs1 Sb1 N2 O1,3.44
Li1 Zn1 N1 O1 F1,1.98
W1 Au1 O3,1.86
Sr1 Zr1 O3,-0.18
Sr1 Al1 O2 F1,2.16
Mg1 Ga1 S1 O2,0.94
Ba1 B1 O2 F1,0.84
Ta1 Co1 S1 O2,1
Ir1 Ru1 N1 O2,2.1
Ir1 Rh1 N2 O1,2.3
Rb1 Hf1 N1 O1 F1,3.68
Ge1 W1 O3,0.48
Ni1 As1 O3,1.02
Hf1 Ir1 O3,1.02
V1 Bi1 N1 O2,1.72
K1 Te1 O2 F1,2.48
Zr1 In1 S1 O2,0.64
Zr1 Bi1 N2 O1,0.78
Ti1 Mn1 S1 O2,0.96
Cr1 W1 S1 O2,0.78
Tl1 W1 N2 O1,1.9
Sc1 Tl1 S1 O2,1.08
Na1 Sc1 O3,1.98
Sc1 Sb1 N2 O1,1.56
Li1 Mn1 N1 O2,1.18
Na1 Sr1 N2 O1,2.7
Hf1 Cr1 N1 O1 F1,1.3
Li1 Ag1 N1 O2,2.26
Na1 Sc1 N1 O1 F1,2.36
Ir1 Pt1 S1 O2,1.52
Ba1 Sb1 O2 F1,0.34
Al1 Ni1 N1 O1 F1,1.8
Li1 Os1 O3,0.78
Ta1 As1 N2 O1,1.24
V1 In1 N1 O1 F1,1.66
Zr1 Ni1 S1 O2,1.04
Mn1 Tl1 N3,1.56
Mn1 Nb1 O3,0.6
Na1 Sb1 O3,1.18
In1 Au1 N3,1.96
Hf1 Te1 N2 O1,0.84
Ag2 N3,2.24
Na1 Os1 N2 O1,1.98
Cs1 W1 S1 O2,0.9
K1 Hf1 N3,1.6
Cd1 In1 N1 O1 F1,1.34
Au2 N1 O2,2.12
Rb1 Ba1 O2 F1,1.32
Bi1 As1 N1 O1 F1,1.52
Cu1 Mo1 S1 O2,0.66
Cd1 Rh1 O2 F1,1.04
Nb1 Au1 N3,1.56
Nb1 As1 O2 F1,0.72
Cd1 Pb1 N3,2
Be1 Ir1 N1 O2,1.68
Ti1 Ge1 O3,0.84
Na1 Fe1 O2 F1,0.54
Li1 Rh1 S1 O2,1.28
Nb1 Cr1 S1 O2,0.6
Rb1 Li1 S1 O2,3.08
Sc1 Fe1 O2 F1,0.86
Li1 As1 N1 O2,1.1
Sr1 Bi1 N3,3.1
K1 Si1 N1 O2,0.88
Na1 Pd1 N2 O1,2.2
Sr1 Os1 N1 O2,3.24
K2 O3,1.94
Mo1 As1 O2 F1,1.1
Rh1 W1 N1 O1 F1,1.98
Al1 V1 N1 O2,1.26
K1 Al1 N2 O1,4.3
Ca1 Ta1 O3,1.34
Ta1 Ga1 O2 F1,0.14
Mg1 Te1 O3,1.16
Li1 Sb1 S1 O2,0.96
Ba1 W1 N1 O1 F1,0.52
Na1 Ge1 O2 F1,0.38
Tl1 Cu1 O2 F1,1.3
Zr1 Tl1 N3,1.46
Y1 Tl1 N3,2.06
Zr1 Nb1 O3,0.58
Sr2 N1 O2,1.64
Bi1 Te1 O2 F1,1.16
Nb1 Te1 N1 O1 F1,0.6
Ag1 Rh1 N3,1.94
La1 Te1 N1 O1 F1,1.34
Cs1 Cd1 O3,1.88
Y1 Co1 S1 O2,1
Li1 Ni1 S1 O2,1.26
Cs1 Mg1 O2 F1,0.96
Rb1 Ag1 N1 O2,1.74
Zn1 W1 S1 O2,2
Cs1 Al1 N1 O1 F1,1.5
Rb1 V1 S1 O2,3.64
V1 As1 N1 O2,1.24
B1 Au1 O3,2
Zn1 Os1 N1 O1 F1,1.24
Na1 Cr1 N3,1.42
Ta1 V1 O3,0.2
Bi1 Au1 O3,1.48
Rb1 Au1 N2 O1,4.04
Zr1 Te1 N1 O1 F1,1.46
Mn1 Fe1 O3,0.56
Tl1 Re1 N2 O1,0.74
Na1 Ga1 N3,2.16
Re1 Sb1 S1 O2,0.9
Ga1 Os1 N1 O1 F1,1.8
Li1 Cd1 N1 O1 F1,1.74
Sr1 Ga1 N1 O1 F1,0.74
B1 Os1 N1 O1 F1,2.26
Cu1 Ru1 O3,1.84
Ta1 W1 O3,1.06
Sc1 Ga1 N2 O1,1.44
Ta1 Au1 S1 O2,1.58
Li1 Cu1 N2 O1,2.92
Ta1 Pt1 N1 O2,0.62
V1 Sb1 S1 O2,1.12
Co1 Ni1 N1 O2,1.3
Al1 Te1 S1 O2,1.62
K1 In1 O3,0.72
Mg1 Hg1 N1 O2,1.8
Zr1 Pd1 S1 O2,0.76
Ni1 Bi1 O2 F1,0.68
Cd1 Re1 O3,1.64
Fe1 Mo1 O3,1.14
Rb1 Fe1 O3,0.68
Ni1 Pt1 O3,1.58
Sb1 Au1 N2 O1,1.7
La1 Ni1 S1 O2,0.54
Nb1 Te1 N1 O2,1.76
Co1 B1 N1 O2,1.58
V1 Pd1 N1 O2,0.7
Ta1 Tl1 N1 O1 F1,0.18
K1 Pd1 N2 O1,3.9
Be1 Co1 N1 O2,1.36
Zn1 Ni1 O2 F1,1.32
Be1 Cr1 N2 O1,1.86
Zr1 Re1 O2 F1,1.46
Li1 W1 O2 F1,1.6
Hg1 Pt1 N2 O1,1.86
Sr1 Si1 S1 O2,0.78
Mo1 Rh1 N2 O1,0.74
Li1 In1 N1 O1 F1,1.36
Ir1 Pt1 N2 O1,1.98
Zr1 Sc1 N1 O2,0.46
V1 Si1 N3,1.76
Ba1 Mg1 O3,1.84
Tl1 W1 N3,0.92
Ta1 Bi1 N3,1.78
Zn1 Sn1 N1 O2,1.18
Ru1 Pd1 N3,1.94
Be1 Cd1 O3,1.26
Mn1 Re1 N1 O2,1.54
Ti1 Ru1 O3,0.96
Si1 Os1 S1 O2,1.78
Ni1 Mo1 N2 O1,0.6
Y1 Bi1 O3,0.52
Na1 Pb1 S1 O2,1.38
K1 Sr1 S1 O2,1.92
Cs1 Na1 N1 O2,2.18
Zn1 Rh1 O2 F1,1.44
Cu1 Ge1 N1 O1 F1,1.34
Sr1 In1 O3,1.08
Si1 W1 N1 O1 F1,1.46
Fe1 Mo1 O3,0.68
Bi1 W1 N2 O1,0.44
La1 Ir1 N1 O2,1.58
Sc1 Mn1 O2 F1,0.68
Li1 Sc1 O3,1.24
Mn1 Al1 S1 O2,1
Ba1 Ca1 O2 F1,1.16
Re1 Ge1 N1 O1 F1,0.84
Al1 Ag1 S1 O2,1.14
Ga1 Pb1 N1 O1 F1,0.62
Fe1 Ge1 N1 O2,1.04
Ni1 Os1 S1 O2,1.1
Ca1 Si1 O2 F1,1.56
Sr1 V1 N3,3.54
Cr1 Si1 N3,0.98
Zn1 Hg1 N1 O1 F1,1.38
Rb1 Ta1 O2 F1,0
Te1 As1 O2 F1,0.98
Be1 Sb1 N2 O1,2.24
Fe1 Os1 O3,1.76
Cu1 Re1 O3,0.68
Ge1 Ir1 N1 O2,1.36
V1 Ge1 S1 O2,0.46
Co1 Ag1 N3,1.76
Na1 Sc1 N1 O2,1.16
Li1 Bi1 N1 O2,1.4
Hf1 Ta1 O2 F1,1.34
Li1 Sb1 O3,1.1
Ca2 O2 F1,0.62
Os1 Rh1 S1 O2,1.36
Fe2 N1 O2,1.12
Hg1 Rh1 S1 O2,1.2
Rb1 Be1 N2 O1,4.78
Tl1 Ge1 O3,1.28
Bi1 Mo1 O2 F1,1.36
La1 Zn1 N3,1.24
Hg1 Au1 O3,1.98
Nb1 Si1 O2 F1,1.38
Nb1 Mo1 N1 O1 F1,1
Ba1 Si1 O2 F1,2.3
Sr1 W1 N3,2.1
Ga1 Ag1 N1 O2,2.12
Cs1 Si1 N3,2.46
Al1 Sn1 O2 F1,0.26
Na1 Sc1 N3,2.18
Sr1 Bi1 N1 O1 F1,1.78
Mg1 Sn1 N1 O1 F1,1.14
In1 Si1 N2 O1,1.92
Ge1 Ru1 N1 O1 F1,1.32
Al1 Rh1 N1 O2,1.18
As2 N1 O1 F1,1.1
Ta1 Ge1 N2 O1,0.52
B1 Rh1 O2 F1,2.46
Cu1 Sb1 S1 O2,0.98
Tl1 Cu1 N2 O1,1.94
Sb1 Pd1 N1 O2,1.24
Ta1 In1 N3,0.84
B1 As1 N1 O2,1.34
Hf1 Mo1 N2 O1,0.7
Al1 Ni1 N1 O2,1.04
Y1 B1 N1 O1 F1,2.44
In1 Ir1 N3,1.72
Cd1 Pd1 N1 O1 F1,1.86
Cr1 Au1 N2 O1,1.2
Co1 Au1 N1 O2,1.58
Ca1 In1 N2 O1,1.72
Ta1 Bi1 N2 O1,1.56
Si1 Pb1 S1 O2,0.9
Hf1 In1 S1 O2,1.46
Zn1 Rh1 O2 F1,1.28
Fe1 Ru1 N1 O1 F1,1.38
Mn1 Os1 N1 O2,1.08
V1 Cr1 S1 O2,0.74
Si1 B1 O2 F1,1.44
Sn1 Ir1 S1 O2,1.14
Ag1 Os1 N1 O2,1.16
Y1 Si1 N1 O2,2.3
Cd1 Pt1 N2 O1,1.72
Ru1 Pb1 N1 O1 F1,1.98
Mg1 Co1 O3,0.82
Sn1 B1 N2 O1,2.82
Ba1 Cr1 S1 O2,0.42
Ag1 Pt1 S1 O2,1.4
Cu1 Pt1 N1 O1 F1,1.42
Rb1 Sc1 N1 O1 F1,1.24
Si1 Os1 O3,1.72
Mn1 In1 N1 O2,0.64
Cr1 Fe1 N3,1.1
Y1 As1 O2 F1,1.1
Zr1 Ti1 N1 O2,0.68
Sr1 Zr1 N1 O1 F1,2.54
Ba1 Be1 N1 O1 F1,3.06
Cs1 Tl1 O2 F1,1.82
Al1 W1 N1 O2,1.3
Cd1 Cu1 N3,2.76
Ir1 Os1 O3,2.06
Zn1 Sn1 N2 O1,1.68
Te1 Ir1 N3,1.7
Sr1 Al1 S1 O2,2.72
Mg1 Ga1 O2 F1,0.4
Ba1 B1 S1 O2,1.16
Nb1 Al1 O3,0.84
Ta1 Co1 O2 F1,1.28
La1 Fe1 O3,1.64
Mo1 Ir1 N1 O1 F1,1.08
Cd1 Cu1 N3,2.04
K1 Te1 S1 O2,2.9
Zr1 Cr1 N3,0.8
Co1 Si1 N1 O1 F1,1.12
La1 Ga1 N1 O2,0.5
Zr1 In1 O2 F1,0.14
Cs1 Fe1 N3,2.26
Rb1 In1 N3,3.78
Ti1 Tl1 N3,2.92
Na1 Nb1 N2 O1,2.02
Zn2 N3,1.86
Ca1 Be1 N1 O1 F1,2.88
Cs1 Rh1 N1 O2,1.3
Cs1 Ru1 N2 O1,1.88
Ni1 Pd1 N2 O1,1.58
Zr1 Ga1 N3,1.2
Ti1 Mn1 O2 F1,1.02
Cr1 B1 N1 O1 F1,1.22
Sr1 Nb1 N1 O2,1.46
La1 Zr1 N2 O1,0.34
Cs1 Fe1 S1 O2,3.7
K1 Sc1 O2 F1,2.48
Ta1 Te1 O3,1.34
Fe1 Pb1 N1 O2,1.42
Ga1 Co1 S1 O2,0.98
Y1 Ge1 O3,0.64
Hf1 Au1 N1 O2,1.4
K1 Nb1 N3,2.44
Cr1 Mo1 N1 O2,0.68
Co1 Mo1 N2 O1,1.08
Ti1 Ga1 N2 O1,1.16
Os1 W1 S1 O2,1.78
Li1 Hg1 N1 O1 F1,2.02
Ti1 Cd1 N3,1.34
Te1 Au1 N2 O1,1.74
Be1 Ru1 N3,1.74
Si1 Ru1 O3,1.62
Cd1 Pd1 O3,1.28
Ba1 Sc1 O3,0.22
Cs1 B1 N1 O1 F1,1.96
Li1 Cr1 O2 F1,0.32
Ag1 Ru1 O2 F1,1.78
In1 As1 O3,0.82
Mg1 Cd1 N1 O2,1.44
K1 Sb1 O2 F1,2.14
K1 Te1 S1 O2,0.96
Mg1 Mn1 N2 O1,1.24
Cr1 In1 N1 O2,0.94
Na1 Fe1 S1 O2,1
Li1 Rh1 O2 F1,1.92
Sc1 Fe1 S1 O2,1.06
Nb1 Cr1 O2 F1,0.52
Rb1 Li1 O2 F1,2.28
Cr1 Bi1 N1 O1 F1,1.44
B1 W1 N1 O2,1.4
Li1 Sn1 N1 O2,1.16
Bi1 Pt1 N3,1.48
Ca1 Au1 N1 O1 F1,2.22
Mo1 As1 S1 O2,1.26
Mn1 Si1 O3,0.32
Mo1 W1 N2 O1,0.54
V1 As1 N3,1.54
Ta1 Ga1 S1 O2,0.32
Rb1 Mo1 N1 O2,1.78
Li1 Sb1 O2 F1,0.68
Sn1 Ge1 O3,0.36
Ba1 Cr1 O3,-0.14
Na1 Ge1 S1 O2,1
Ga1 B1 N3,1.98
Na1 Ti1 N2 O1,1.42
Tl1 Cu1 S1 O2,1.2
Si1 Mo1 O3,1.06
Rb1 Si1 O3,0.78
Bi1 Te1 S1 O2,1.08
Ba1 Ga1 O3,0.2
Sb1 Mo1 N1 O2,1.4
As1 W1 N3,1.78
Y1 Co1 O2 F1,1.16
Li1 Ni1 O2 F1,1.86
Cs1 Mg1 S1 O2,1.78
Ba1 Au1 N1 O1 F1,2.08
Hg1 Pd1 N3,2.86
Re2 N3,1.64
Na1 Te1 O3,1.38
Zn1 W1 O2 F1,1.52
Ni1 Au1 N3,1.96
Cs1 Rb1 N1 O1 F1,2.48
K1 Hf1 N1 O1 F1,3.36
Cr1 W1 O2 F1,0.74
Hf1 Be1 N1 O2,1.82
K1 Cd1 N1 O2,2.54
V1 Cd1 N2 O1,0.84
Bi1 Te1 N1 O1 F1,1.08
Sc1 Tl1 O2 F1,0.46
Zn1 Cd1 N1 O1 F1,1.2
Mg1 Sc1 O3,0.74
Ir1 Pt1 O2 F1,1.9
Li1 Hf1 O3,0.52
Zn1 Cu1 N2 O1,1.88
Ba1 Sb1 S1 O2,0.44
Rb1 V1 O3,1.48
Zr1 Sc1 N3,1.12
Zr1 Ni1 O2 F1,1.3
K1 Os1 N3,1.5
V1 Re1 N1 O1 F1,1.5
Cs1 Be1 N2 O1,2.86
K1 Na1 O3,2.22
Cs1 W1 O2 F1,0.52
K1 Hg1 N1 O1 F1,2.66
Rb1 Ba1 S1 O2,2.28
Cu1 Mo1 O2 F1,0.62
Nb1 As1 S1 O2,1.1
Ba1 As1 N1 O2,0.62
Ba1 Ag1 N3,3.04
Cd1 Rh1 S1 O2,1.16
Rb1 W1 O3,1.88
